epoch,train_loss,train_acc,val_loss,val_acc,val_sensitivity,val_specificity,val_auc
1,0.4904052425514568,77.00145560407569,0.31635820865631104,87.76119402985074,0.9272727272727272,0.782608695652174,0.9489723320158102
2,0.2609609988602725,89.66521106259097,0.21247538246891715,93.43283582089552,0.95,0.9043478260869565,0.9789328063241107
3,0.17358703911304474,93.44978165938865,0.14148053255948154,97.01492537313433,0.9636363636363636,0.9826086956521739,0.9901581027667985
4,0.13936404799195853,96.21542940320234,0.10805297676812518,97.91044776119404,0.9727272727272728,0.991304347826087,0.9927272727272727
5,0.09126814556392757,97.37991266375546,0.10237839589403434,97.61194029850746,0.9681818181818181,0.991304347826087,0.9933201581027669
6,0.06306191508404234,98.98107714701601,0.08198361860757525,97.91044776119404,0.9727272727272728,0.991304347826087,0.9954150197628459
7,0.05476764657280662,98.98107714701601,0.07649034761231054,97.91044776119404,0.9727272727272728,0.991304347826087,0.9927667984189723
8,0.031173276545649223,99.70887918486171,0.07713113187558272,97.91044776119404,0.9727272727272728,0.991304347826087,0.9933201581027669
9,0.03465304820036346,98.98107714701601,0.06626468304206025,98.2089552238806,0.9772727272727273,0.991304347826087,0.9928063241106719
10,0.023850777567448942,99.70887918486171,0.07082302633418956,97.61194029850746,0.9636363636363636,1.0,0.9962845849802372
11,0.018914096353744917,99.70887918486171,0.06069358704950322,98.80597014925372,0.9818181818181818,1.0,0.9951778656126483
12,0.023731920635327697,99.2721979621543,0.08188573593824086,97.61194029850746,0.9636363636363636,1.0,0.9949802371541503
13,0.014860063198615204,100.0,0.0782269352877682,98.2089552238806,0.9727272727272728,1.0,0.9934782608695653
14,0.019171990210783075,99.2721979621543,0.07381695174527439,97.91044776119404,0.9681818181818181,1.0,0.9928458498023716
15,0.02072870699074966,99.2721979621543,0.07916131342591887,97.91044776119404,0.9681818181818181,1.0,0.9928853754940712
16,0.01805237884929573,99.41775836972343,0.07993781255473467,97.91044776119404,0.9681818181818181,1.0,0.9931225296442687
17,0.02059516303283586,99.2721979621543,0.0859098087424751,97.91044776119404,0.9681818181818181,1.0,0.9941106719367588
18,0.008975055301561952,99.70887918486171,0.08589924200945957,97.91044776119404,0.9681818181818181,1.0,0.9951778656126482
19,0.011545305341397498,99.70887918486171,0.09094289352122525,97.91044776119404,0.9681818181818181,1.0,0.9943478260869565
20,0.010577562640802089,99.70887918486171,0.08231772286605767,97.91044776119404,0.9681818181818181,1.0,0.9946245059288538
21,0.010753989066208967,100.0,0.07455492852552031,97.91044776119404,0.9681818181818181,1.0,0.9950197628458498
22,0.016855014541017063,99.2721979621543,0.08359890615842729,97.91044776119404,0.9681818181818181,1.0,0.9941897233201582
23,0.008191641430709173,99.85443959243086,0.08149581961333752,97.91044776119404,0.9681818181818181,1.0,0.9950988142292491
24,0.010389514008155938,99.85443959243086,0.07331155059562827,97.91044776119404,0.9681818181818181,1.0,0.9950592885375494
25,0.006221631237580864,100.0,0.07641311452872204,97.91044776119404,0.9681818181818181,1.0,0.9950197628458498
26,0.024162274340844968,99.41775836972343,0.0698914484501901,98.2089552238806,0.9727272727272728,1.0,0.9959288537549408
27,0.005139052783223716,100.0,0.07112845808098262,98.2089552238806,0.9727272727272728,1.0,0.9960474308300395
28,0.0038765603358942,100.0,0.06904119453181258,98.50746268656717,0.9772727272727273,1.0,0.9958102766798419
29,0.009699119625359097,99.70887918486171,0.07790166650771756,97.91044776119404,0.9681818181818181,1.0,0.9959288537549407
30,0.013419812444639816,99.85443959243086,0.07051565117118033,98.50746268656717,0.9772727272727273,1.0,0.9959288537549408
31,0.007740052025341852,100.0,0.06373653721741655,98.50746268656717,0.9772727272727273,1.0,0.9959288537549407
32,0.009815899126062339,100.0,0.06831371843476187,98.50746268656717,0.9772727272727273,1.0,0.9959683794466404
33,0.005298416955735196,100.0,0.0702277974394912,98.2089552238806,0.9727272727272728,1.0,0.9960474308300397
